Collection,Occurrence Date,Item,Price,From,To,Trade Date 
,,Miami HEAT - 15-bit Burnie NFT - 14/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kingjeremy(0x0ec45ac0142c8f70782c52ea6475ba7218a4a6cd),2021-07-16T17:44:56.166299
,,Miami HEAT - 15-bit Burnie NFT - 10/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T17:20:15.228102
,,Miami HEAT - 15-bit Burnie NFT - 12/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T17:18:12.695908
,,Miami HEAT - 15-bit Burnie NFT - 13/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),titanes(0xd88426e9090ddd699ec1870272c1514d4be30861),2021-07-16T17:14:01.728826
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 11/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),WillBHoldin(0x94fdfea0f8e66f245d242796b735b6070d52f6dd),2021-07-16T17:10:07.306809
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 8/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Tommyh723(0xceb9b3fdacbdbb188b2a73f9972b79abcafea783),2021-07-16T17:01:34.379588
,,Miami HEAT - 15-bit Burnie NFT - 11/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),tfarr22(0xe3460c866c705ca994e93e27957dc9060c79dfef),2021-07-16T16:57:02.922064
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 10/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),ScoobyDrew(0x75e06a34c1ef068fc43ad56a1a5193f3778bf0b2),2021-07-16T16:48:08.130902
,,Miami HEAT - 15-bit 2006 Eastern Conference Finals NFT - 7/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),tfarr22(0xe3460c866c705ca994e93e27957dc9060c79dfef),2021-07-16T16:47:15.725292
,,Miami HEAT - 15-bit 2006 Eastern Conference Quarterfinals NFT - 7/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),tfarr22(0xe3460c866c705ca994e93e27957dc9060c79dfef),2021-07-16T16:42:24.045263
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 7/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),tfarr22(0xe3460c866c705ca994e93e27957dc9060c79dfef),2021-07-16T16:41:46.994947
,,Miami HEAT - 15-bit 2006 Eastern Conference Finals NFT - 6/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Tommyh723(0xceb9b3fdacbdbb188b2a73f9972b79abcafea783),2021-07-16T16:41:20.849459
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 9/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),p0lyn(0x38a63b0ae13d0d42bff525f7766bb3bdd7c2f68b),2021-07-16T16:33:44.134348
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 12/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),QualityBlockShop(0x081591764a13e72aeb6bed098e7da34063ea8ac4),2021-07-16T16:32:27.970980
,,Miami HEAT - 15-bit Burnie NFT - 5/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),WillBHoldin(0x94fdfea0f8e66f245d242796b735b6070d52f6dd),2021-07-16T16:32:26.631286
,,Miami HEAT - 15-bit Burnie NFT - 8/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),A2B2C2D(0xb891f1db8b6a667caecc8680aa41751aaf36a41a),2021-07-16T16:32:03.920857
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 5/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kingjeremy(0x0ec45ac0142c8f70782c52ea6475ba7218a4a6cd),2021-07-16T16:30:20.261719
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 14/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Rickyd(0x721a2f076e55528ecaaf39b941887a742125c86f),2021-07-16T16:30:02.097390
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 6/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T16:28:54.375200
,,Miami HEAT - 15-bit Burnie NFT - 15/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Rickyd(0x721a2f076e55528ecaaf39b941887a742125c86f),2021-07-16T16:27:21.223029
,,Miami HEAT - 15-bit 2006 Eastern Conference Semifinals NFT - 7/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),tfarr22(0xe3460c866c705ca994e93e27957dc9060c79dfef),2021-07-16T16:27:21.141350
,,Miami HEAT - 15-bit 2006 Eastern Conference Semifinals NFT - 4/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:25:42.663238
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 15/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),QualityBlockShop(0x081591764a13e72aeb6bed098e7da34063ea8ac4),2021-07-16T16:23:37.802706
,,Miami HEAT - 15-bit 2006 Eastern Conference Quarterfinals NFT - 2/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:23:37.982767
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 9/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T16:23:13.998372
,,Miami HEAT - 15-bit Burnie NFT - 6/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kingjeremy(0x0ec45ac0142c8f70782c52ea6475ba7218a4a6cd),2021-07-16T16:23:11.448414
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 10/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NFThanos(0x7e0945fa510beb8aa70b2388ed4fabd6f9a2f644),2021-07-16T16:23:08.909958
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 11/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T16:21:04.721841
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 12/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NFThanos(0x7e0945fa510beb8aa70b2388ed4fabd6f9a2f644),2021-07-16T16:20:45.262899
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 9/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T16:19:56.525550
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 8/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kingjeremy(0x0ec45ac0142c8f70782c52ea6475ba7218a4a6cd),2021-07-16T16:19:51.803626
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 8/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NFThanos(0x7e0945fa510beb8aa70b2388ed4fabd6f9a2f644),2021-07-16T16:19:29.251355
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 14/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NFThanos(0x7e0945fa510beb8aa70b2388ed4fabd6f9a2f644),2021-07-16T16:18:44.040234
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 10/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),vesbac(0x9a4feac412b63d294794d9248217075fb5b724f7),2021-07-16T16:18:43.152769
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 12/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),jsucher96(0xf868f8ad4577a69998008bab6608b977dadc0bdb),2021-07-16T16:18:41.991403
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 5/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NFThanos(0x7e0945fa510beb8aa70b2388ed4fabd6f9a2f644),2021-07-16T16:18:44.228801
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 7/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NFThanos(0x7e0945fa510beb8aa70b2388ed4fabd6f9a2f644),2021-07-16T16:18:44.167994
,,Miami HEAT - 15-bit 2006 Eastern Conference Finals NFT - 2/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:18:26.717663
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 15/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kingjeremy(0x0ec45ac0142c8f70782c52ea6475ba7218a4a6cd),2021-07-16T16:17:21.691613
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 4/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),cryptohuntz(0xac0f76a8c30e23bc197d26465e7be319713c5224),2021-07-16T16:17:08.138964
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 10/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NFThanos(0x7e0945fa510beb8aa70b2388ed4fabd6f9a2f644),2021-07-16T16:14:54.511427
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 14/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:14:06.049721
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 7/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:13:57.715265
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 4/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),(0xe847a5b0359a025a093e94b7cb712f2a0cb4c577),2021-07-16T16:11:40.412413
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 15/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T16:11:21.769813
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 5/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:11:04.604699
,,Miami HEAT - 15-bit Burnie NFT - 3/15,0.2,niftyboy_eth(0x105be89d26f718b27971d1f2f2a4f082752fed4e),xxxRothko(0x27eb78c1eade6fc040d25b94e7acf6bbe0689f0a),2021-07-16T16:10:56.159130
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 5/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Artifact_03(0x012dd416f9a9488113252c3d6216ffbefe3ec8da),2021-07-16T16:10:55.209609
,,Miami HEAT - 15-bit Burnie NFT - 2/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:10:13.904982
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 13/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),DreamShake_R(0x10dd436b6751052d3a3ff2b4303d9ea047daf75e),2021-07-16T16:10:14.632850
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 4/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:09:54.618022
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 3/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),cryptohuntz(0xac0f76a8c30e23bc197d26465e7be319713c5224),2021-07-16T16:09:48.708429
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 6/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),NeoAncient(0xf3c11ba805765bd0afce51f605ffde875e04ef17),2021-07-16T16:08:08.443309
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 11/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:08:07.127383
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 2/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Palace_Prince(0x025eaf4c3cc9b8c497d44d821093cd4b03a2d91a),2021-07-16T16:08:04.952531
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 14/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:07:40.695910
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 8/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:06:53.157067
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 13/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:06:42.380184
,,Miami HEAT - 15-bit 2006 Eastern Conference Semifinals NFT - 2/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:06:21.042611
,,Miami HEAT - 15-bit 2006 Eastern Conference Finals NFT - 1/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:06:20.188137
,,Miami HEAT - 15-bit 2006 Eastern Conference Quarterfinals NFT - 1/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:06:20.302361
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 2/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T16:06:16.626243
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 2/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Tommyh723(0xceb9b3fdacbdbb188b2a73f9972b79abcafea783),2021-07-16T16:06:13.372591
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 1/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Floor(0x11e41f95aa2cfc13e5e7f2126b5675119fdafe8a),2021-07-16T16:06:12.943777
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 15/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),delinabeniciomarcel1(0x080b8da79c55c12dd92c7813ce9e0caa459873e2),2021-07-16T16:06:11.098545
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 12/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:06:00.592470
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 9/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:05:47.475580
,,Miami HEAT - 15-bit Burnie NFT - 1/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),pokergod18(0x8011f9bb55e6beec05bce1e64ff669eac33afda4),2021-07-16T16:02:10.590196
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 4/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),ArtifactZero3(0x8591e1b61a51d537d5c1ee281450f20f8a6b3c4c),2021-07-16T16:01:48.018719
,,Miami HEAT - 15-bit 2006 NBA Finals NFT - 2/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:01:46.281573
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 6/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:01:19.028322
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 3/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),gum2(0x371161819e8f0a6a7740ecdc327b1c86cdcbea5a),2021-07-16T16:01:17.778288
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 1/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),gum2(0x371161819e8f0a6a7740ecdc327b1c86cdcbea5a),2021-07-16T16:01:17.029715
,,Miami HEAT - 15-bit Burnie NFT - 7/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),JNiko30(0xb653961e0aa3e4fb19eb9043a728df0b17a030c7),2021-07-16T16:01:19.323429
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 6/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:01:18.896644
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 3/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:01:18.850158
,,Miami HEAT - 15-bit Burnie NFT - 9/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:01:16.071927
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 13/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),CryptoCarts(0x76ba8674f08b13d6f78d74aa00c594cc9ed965d5),2021-07-16T16:01:15.490927
,,"Miami HEAT - 15-bit ""15 Strong"" Card NFT - 13/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:01:15.835848
,,Miami HEAT - 15-bit Burnie NFT - 4/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),ArtifactZero3(0x8591e1b61a51d537d5c1ee281450f20f8a6b3c4c),2021-07-16T16:01:15.213022
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 1/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kwaji(0x3458fd8f327f270b32092cd406ed8ba97405d9f5),2021-07-16T16:01:14.173881
,,Miami HEAT - 15-bit 2006 Eastern Conference Semifinals NFT - 1/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kwaji(0x3458fd8f327f270b32092cd406ed8ba97405d9f5),2021-07-16T16:01:13.964259
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 3/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),EsCo3(0x7d3e968688f00f4656856d6cb316a7ecd4de4a80),2021-07-16T16:00:53.015424
,,Miami HEAT - 15-bit Burnie NFT - 3/15,0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),niftyboy_eth(0x105be89d26f718b27971d1f2f2a4f082752fed4e),2021-07-16T16:00:52.810957
,,Miami HEAT - 15-bit 2006 NBA Championship Ring NFT - 7/15,0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),Floor(0x11e41f95aa2cfc13e5e7f2126b5675119fdafe8a),2021-07-16T16:00:47.284252
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 11/15",0.105,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),MiamiHeatNFT(0xbcaa5b73c944e7e446b91e0d877b06479df1bfa0),2021-07-16T16:00:47.106643
,,"Miami HEAT - 15-bit 2006 NBA ""Champions!"" Banner NFT - 1/15",0.159,MiamiHEAT(0xcf8cbd09c3957d275aefa1b204d63eb05a79507a),kwaji(0x3458fd8f327f270b32092cd406ed8ba97405d9f5),2021-07-16T16:00:45.881956
"""Cicada and Tymbal"" - Solo Exhibition",20210717044456,Hecate Skecate (Edition of 7),9.5,SUPERCHIEF(0xf1c5f2c5acc61ecb847967bd0af2ecf1081cad4e),Max_Power(0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0),2021-07-16T13:54:34.084294
,,Hecate Skecate (Edition of 7),9.5,SUPERCHIEF(0xf1c5f2c5acc61ecb847967bd0af2ecf1081cad4e),zoomc(0x56178626332fc530561535eeaa914b863aa455f2),2021-07-16T12:39:34.855986
ATARI x ZED RUN Skin Collection,20210720110846,"ATARI - Art + Tempest Skin + Filly Z7, Midnight Black + Name: Superzapper",6.1404,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),StarPressDesign(0xd78ce583e4a17b0e889797c7193846937b627f5c),2021-07-19T23:11:47.186134
,,"ATARI - Art + Asteriods Skin + Colt Z2, Amethyst + Name: Meteorite",14.277375,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),Too-Tall(0x744bc804725bee6ddc571c703582d09844cda0f4),2021-07-19T23:02:04.991274
,,"ATARI - Art + Missile Command Skin + Filly Z3, Alizarin Crimson + Name: Twin Galaxies",9.84970295859375,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),sweikes(0x0091cdba0564dedbae968bfa7230d32f1df0c7f8),2021-07-19T22:53:20.605133
,,"ATARI - Art + Star Raiders Skin + Colt Z3, Bondi Blue + Name: Hyperspace",8.7106216640625,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),CrazyHorse(0xcc86412afb2eefc3862d723ddef41fe9311a49e3),2021-07-19T22:52:50.699742
,,"ATARI - Art + Centipede Skin + Filly Z2, AO + Name: Reptilla",16.35,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),RemyRacing(0x856dc1658263fe51f081df4413b6647ead58f81b),2021-07-19T22:52:05.717087
,,"ATARI - Art + SwordQuest Skin + Colt Z5, Baker-Miller Pink + Name: SwordQuest",9.261,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),RevolutionTech(0xb5472a3a4c7227e956d6c895ed148019d1b7780c),2021-07-18T22:43:10.468082
,,"ATARI - Art + Atari Lynx Skin + Filly Z5, China Pink + Name: Atari Lynx",9.116296875,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),CrazyHorse(0xcc86412afb2eefc3862d723ddef41fe9311a49e3),2021-07-18T22:42:26.452284
,,"ATARI - Art + Atari VCS Skin + Colt Z4, Fuzzy Wuzzy + Name: Atari VCS",10.0,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),orange-juice(0x64e9cd118aa8d45c20efeeefd68679372f5e48dc),2021-07-18T22:42:04.251375
,,"ATARI - Art + Atari CX40 Skin + Filly Z4, Dark Lava + Name: Atari CX40",11.025,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),(0x6d03123c6b8954452613a9f4849f385d666f8cf8),2021-07-18T22:12:20.376596
,,"ATARI - Art + Gravitar Skin + Colt Z6, Bright Cerulean + Name: Gravitar",9.0,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),taylor(0x550e970e31a45b06df01a00b1c89a478d4d5e00a),2021-07-17T22:12:58.445190
,,"ATARI - Art + Fatal Run Skin + Colt Z7, Arylide Yellow + Name: Fatal Run",6.5,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),(0xb95f4e70939f2f85c5f5fd6e3e75e506cf0dda08),2021-07-17T22:11:54.047394
,,"ATARI - Art + Atari Arcade Skin + Filly Z6, Caribbean Green + Name: Atari Arcade",7.35,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),jamievibert(0x7a2193284dbd523efaad9a48d50c26612f587770),2021-07-17T22:11:53.043431
,,"ATARI - Art + Millipede Skin + Colt Z8, Caribbean Green + Name: Millipede",11.61416221875,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),Too-Tall(0x744bc804725bee6ddc571c703582d09844cda0f4),2021-07-17T01:11:49.330466
,,"ATARI - Art + Outlaw Skin + Filly Z9, Bittersweet Shimmer + Name: Fast Draw",6.66,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),cryptidRacing(0xc65328a9e842f22643332733a479fd63f179ab4d),2021-07-16T23:02:02.437753
,,"ATARI - Art + Combat Skin + Colt Z9, English Vermillion + Name: Combat",6.993,ZEDRUN-Auctions(0xf3b9011277f05942f666ddfba49021a6e38fd74b),0xf73Be4(0xf7adcd938dd8c25989409b2f3a019c3d00293be4),2021-07-16T23:01:55.288317
