Buyer Address,Buyer Name,Trade Count,Trade Collection,Trade NFT,Trade Price,Trade Date,Featured Date
0x633a3f9835ec3091fc67e65c698d3ff93de07976,CleCle,62,SoulCurryArt,Spaces,0.12,2021-07-23T07:45:37.312794,2021-08-03T09:36:39
,,,Zuzana Breznanikova Art (Featured collection),"""Tender Morphism"" 7/7",0.11,2021-08-10T15:16:11.225170,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""E T H E R E A L"" 7/7",0.09,2021-08-10T15:12:51.443438,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""B*tchy""  5/5",0.15,2021-08-10T15:07:29.985081,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Dark Beauty""  5/5",0.17,2021-08-10T15:06:50.242806,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Dandeliomorphic"" 5/5",0.17,2021-08-09T16:45:37.707266,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Bewitched"" 7/7",0.1,2021-08-06T07:30:35.531908,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Hidden"" 15/15",0.11,2021-08-06T05:49:34.938547,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Cleopatra"" 10/10",0.079,2021-08-04T10:23:00.166448,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Badass Girl"" 7/7",0.07,2021-07-31T15:31:26.722975,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""M I N D F U L""  7/7 ",0.07,2021-07-23T13:17:01.925999,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Blossom Perception"" 7/7",0.07,2021-07-22T22:33:25.543562,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""A Sullen Girl"" 10/10",0.07,2021-07-21T16:18:13.956748,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""S O M B R E""  7/7",0.07,2021-07-21T13:40:13.149733,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""P E R T U R B E D""  7/7",0.07,2021-07-21T05:28:03.532524,2021-08-10T17:21:41
,,,Dylan Gill Art Studio,Enlightened,0.5,2021-08-16T19:26:44.277938,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Totmented Thoughts,0.1,2021-08-16T16:51:10.115771,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Irony,0.1,2021-08-16T16:31:02.882286,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Hindsight,0.5,2021-08-16T13:27:01.559473,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Northern Soul,0.5,2021-08-16T13:23:29.976074,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Frailty,0.5,2021-08-16T13:19:43.421951,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,A Moment in Time,0.5,2021-08-16T12:51:30.524847,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Holding up the Green Sun,0.1,2021-08-16T12:47:00.226722,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,South East Engagement,0.1,2021-08-16T12:45:52.290190,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Irony,0.1,2021-08-16T12:42:03.238812,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Totmented Thoughts,0.1,2021-08-16T12:41:54.722891,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Mindful Diversion,0.09,2021-08-15T03:24:44.838381,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Hypnotic Hallucinations,0.06,2021-08-12T23:52:01.496633,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Lost,0.07,2021-08-12T23:23:22.387750,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Middle of Nowhere,0.06,2021-08-09T17:16:13.953354,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Eureka,0.06,2021-08-08T20:15:23.984152,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Game Changer,0.06,2021-08-06T11:59:52.490620,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Cryptic Memories,0.06,2021-07-25T14:44:38.413264,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Grip of Anxiety,0.09,2021-07-25T13:32:08.864330,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,2am Mother & Child,0.08,2021-07-25T13:29:52.726841,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Debate,0.07,2021-07-24T22:51:12.251819,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Lost in a Box ,0.05,2021-07-23T07:53:37.507135,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Raise a Glass,0.2,2021-07-23T06:21:06.049812,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Break Up,0.05,2021-07-23T04:56:07.928101,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Good Intentions,0.08,2021-07-23T04:54:03.876974,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Dream Bubble,0.1,2021-07-23T04:53:26.555404,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Crowded Persona,0.15,2021-07-22T21:57:45.678737,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Woman with Red Hair,0.1,2021-07-09T22:23:54.169902,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Solidarity,0.1,2021-07-08T20:51:37.933161,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Visions of Flowers,0.07,2021-07-07T16:54:54.921963,2021-08-16T19:45:00
,,,Art by Visithra,Reincarnation,0.1,2021-08-18T15:12:06.557340,2021-08-18T15:53:04
,,,Art by Visithra,These wounds won't seem to heal,0.1,2021-08-18T15:08:50.997558,2021-08-18T15:53:04
,,,Art by Visithra,BAYC Derivatives Ape 6068,0.1,2021-08-18T15:05:02.166834,2021-08-18T15:53:04
,,,Art by Visithra,Scream till it hurts no more,0.1,2021-08-18T15:03:25.325829,2021-08-18T15:53:04
,,,Art by Visithra,BAYC Derivatives Ape 6068,0.1,2021-08-18T15:03:14.493766,2021-08-18T15:53:04
,,,Art by Visithra,Jealousy is the root of your failure. ,0.1,2021-08-18T15:03:12.978614,2021-08-18T15:53:04
,,,Art by Visithra,Greed is a bottomless pit,0.1,2021-08-18T15:02:00.439167,2021-08-18T15:53:04
,,,Art by Visithra,What happens now?,0.1,2021-08-18T15:01:16.080142,2021-08-18T15:53:04
,,,Art by Visithra,Country for old men,0.13,2021-08-14T22:42:56.600261,2021-08-18T15:53:04
,,,Art by Visithra,Double standards ,0.17,2021-08-14T22:24:39.292340,2021-08-18T15:53:04
,,,Art by Visithra,Kiss of death ,0.12,2021-08-14T22:20:59.899672,2021-08-18T15:53:04
,,,Art by Visithra,Twins ,0.05,2021-08-14T22:09:22.316736,2021-08-18T15:53:04
,,,Art by Visithra,Trauma,0.1,2021-08-14T22:08:29.919195,2021-08-18T15:53:04
,,,Art by Visithra,Minerva,0.055,2021-08-14T22:03:16.074113,2021-08-18T15:53:04
,,,Art by Visithra,Masked ,0.18,2021-08-14T21:58:55.123573,2021-08-18T15:53:04
,,,Art by Visithra,"We are all just prisoners here, of our own device""",0.24,2021-08-14T21:57:33.834568,2021-08-18T15:53:04
,,,Art by Visithra,you only need the light when it's burning low,0.07,2021-08-14T16:37:01.208185,2021-08-18T15:53:04
0x54196238400305778bff5fa200ee1896f6a9d5c2,dariodesiena,46,earlyworm works,"""Omen"" 3/3",0.4,2021-06-28T21:03:03.695409,2021-07-03T13:02:03
,,,earlyworm works,"""Omen"" 3/3",0.4,2021-06-28T20:59:49.890095,2021-07-03T13:02:03
,,,earlyworm works,"""After Hours""",0.15,2021-06-26T15:04:15.114701,2021-07-03T13:02:03
,,,earlyworm works,"""Wax"" 10/10",0.1,2021-06-25T09:15:22.331887,2021-07-03T13:02:03
,,,earlyworm works,"""Pink Immersion"" 7/7 (Love Ugly Series-edition #5)",0.1,2021-06-24T21:51:52.774255,2021-07-03T13:02:03
,,,earlyworm works,"""jet"" 7/7 (Love Ugly Series - edition #4)",0.1,2021-06-20T13:02:54.799864,2021-07-03T13:02:03
,,,earlyworm works,"""Blue Mouth""  7/7 (Love Ugly Series - edition #1)",0.1,2021-06-15T14:46:48.533278,2021-07-03T13:02:03
,,,earlyworm works,Overtone 10/10,0.16,2021-04-12T23:00:01.110499,2021-07-03T13:02:03
,,,earlyworm works,"""Followed"" -7/7 Edition",0.3,2021-03-25T01:04:20.766017,2021-07-03T13:02:03
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #9690,0.1,2021-07-06T11:17:26.234554,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #8436,0.08,2021-07-06T09:39:41.015541,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #3658,0.09,2021-07-05T21:26:07.701052,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #632,0.09,2021-07-05T21:26:07.660631,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #8568,0.09,2021-07-05T20:20:00.367324,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #2922,0.09,2021-07-05T20:19:59.772088,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #2903,0.088,2021-07-05T20:19:36.189863,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #7696,0.0899,2021-07-05T18:52:51.703411,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #5919,0.08,2021-07-05T18:52:02.796357,2021-07-06T14:26:13
,,,VOID - Visitors of Imma Degen,Visitor of Imma Degen #2092,0.078,2021-07-05T18:51:51.299156,2021-07-06T14:26:13
,,,Parin Art,Shocked 2021 Parin,0.15,2021-08-25T19:09:35.280780,2021-08-27T13:31:04
,,,Parin Art,Calm before the storm,0.15,2021-08-17T14:04:14.502362,2021-08-27T13:31:04
,,,Parin Art,Is this the end?,0.1,2021-08-07T22:24:55.208200,2021-08-27T13:31:04
,,,Parin Art,Be the love you never received ,0.08,2021-08-07T22:24:57.639928,2021-08-27T13:31:04
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7907,0.23,2021-08-31T15:03:06.812640,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #6371,0.2,2021-08-31T15:01:44.377699,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #8207,0.2,2021-08-31T15:01:44.958461,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #2763,1.0,2021-08-31T08:16:39.041356,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #6644,0.355,2021-08-31T08:15:37.432030,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #1859,0.279,2021-08-31T08:15:38.657981,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7302,0.36,2021-08-31T08:15:38.667698,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7886,0.35,2021-08-31T08:15:39.009147,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #9178,0.32,2021-08-31T08:15:37.058218,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7590,0.3,2021-08-31T08:14:51.576363,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #8972,0.3,2021-08-31T08:14:30.188729,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7754,0.2,2021-08-31T08:11:09.340225,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #8343,0.299,2021-08-31T08:11:12.209757,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7843,0.23,2021-08-31T08:11:05.323466,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #3471,0.239,2021-08-31T08:11:06.447648,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #3267,0.2,2021-08-31T08:10:40.733137,2021-08-31T20:01:20
,,,Pat Dimitri,Urban Ghosts,0.03,2021-04-30T18:26:38.157748,2021-09-16T01:05:44
,,,Pat Dimitri,Urban Ghosts,0.03,2021-04-30T18:19:40.341339,2021-09-16T01:05:44
,,,1000 Days 1000 Faces,#089 Hux - 1000Days1000Faces Collection,0.35,2021-09-10T07:13:57.737830,2021-09-18T19:46:38
,,,1000 Days 1000 Faces,#275 Gulla - 1000Days1000Faces Collection,0.29,2021-09-10T07:12:04.841660,2021-09-18T19:46:38
,,,1000 Days 1000 Faces,#190 Feyz - 1000Days1000Faces Collection,0.279,2021-09-10T07:09:49.529290,2021-09-18T19:46:38
,,,1000 Days 1000 Faces,#215 Kural - 1000Days1000Faces Collection,0.279,2021-09-10T07:05:59.959616,2021-09-18T19:46:38
,,,Tom Fry Studio,Rise Through The Fall,0.1,2021-09-22T21:08:07.621837,2021-09-22T21:09:55
0xcfd9ccafc35b86299fc5617f66e89c0782bacfe0,antbbbb,42,0N1 Force,0N1 #2161,7.45,2021-08-24T08:46:18.315622,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2202,7.4,2021-08-24T08:45:41.222447,2021-08-24T14:07:15
,,,0N1 Force,0N1 #6573,7.4,2021-08-24T08:45:42.750566,2021-08-24T14:07:15
,,,0N1 Force,0N1 #5253,7.3,2021-08-24T08:44:42.719150,2021-08-24T14:07:15
,,,0N1 Force,0N1 #5263,7.3,2021-08-24T08:44:31.100341,2021-08-24T14:07:15
,,,0N1 Force,0N1 #1981,7.3,2021-08-24T08:44:35.320371,2021-08-24T14:07:15
,,,0N1 Force,0N1 #4534,7.2,2021-08-24T08:43:19.626773,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2984,7.25,2021-08-24T08:43:20.772728,2021-08-24T14:07:15
,,,0N1 Force,0N1 #4270,7.25,2021-08-24T08:43:22.184683,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2810,7.2,2021-08-24T08:43:05.298159,2021-08-24T14:07:15
,,,0N1 Force,0N1 #6574,7.0777,2021-08-24T08:42:51.380132,2021-08-24T14:07:15
,,,0N1 Force,0N1 #7351,7.1,2021-08-24T08:42:51.650638,2021-08-24T14:07:15
,,,0N1 Force,0N1 #7340,7.0,2021-08-24T08:42:53.037497,2021-08-24T14:07:15
,,,0N1 Force,0N1 #5329,7.0,2021-08-24T08:42:53.155891,2021-08-24T14:07:15
,,,0N1 Force,0N1 #6071,7.12,2021-08-24T08:42:53.276357,2021-08-24T14:07:15
,,,0N1 Force,0N1 #4753,7.0,2021-08-24T08:42:34.822911,2021-08-24T14:07:15
,,,0N1 Force,0N1 #3246,7.0,2021-08-24T08:42:35.688594,2021-08-24T14:07:15
,,,0N1 Force,0N1 #5648,7.0,2021-08-24T08:41:25.082680,2021-08-24T14:07:15
,,,0N1 Force,0N1 #4268,7.0,2021-08-24T08:41:27.743126,2021-08-24T14:07:15
,,,0N1 Force,0N1 #1322,7.0,2021-08-24T08:41:21.813805,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2832,7.0,2021-08-24T08:40:14.874122,2021-08-24T14:07:15
,,,0N1 Force,0N1 #0279,7.0,2021-08-24T08:39:25.495498,2021-08-24T14:07:15
,,,0N1 Force,0N1 #3524,7.0,2021-08-24T08:39:25.812279,2021-08-24T14:07:15
,,,0N1 Force,0N1 #3214,7.0,2021-08-24T08:39:29.919394,2021-08-24T14:07:15
,,,0N1 Force,0N1 #3650,7.0,2021-08-24T08:39:09.465337,2021-08-24T14:07:15
,,,0N1 Force,0N1 #7400,6.99,2021-08-24T08:39:10.907806,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2911,6.99,2021-08-24T08:39:11.751906,2021-08-24T14:07:15
,,,0N1 Force,0N1 #7577,7.0,2021-08-24T08:39:13.604231,2021-08-24T14:07:15
,,,0N1 Force,0N1 #6169,6.988,2021-08-24T08:38:17.164461,2021-08-24T14:07:15
,,,0N1 Force,0N1 #0448,6.93,2021-08-24T08:38:18.303765,2021-08-24T14:07:15
,,,0N1 Force,0N1 #4894,6.9,2021-08-24T08:37:56.051952,2021-08-24T14:07:15
,,,0N1 Force,0N1 #6996,6.9,2021-08-24T08:37:54.421782,2021-08-24T14:07:15
,,,0N1 Force,0N1 #3379,6.9,2021-08-24T08:37:56.322191,2021-08-24T14:07:15
,,,0N1 Force,0N1 #3618,6.9,2021-08-24T08:37:33.500999,2021-08-24T14:07:15
,,,0N1 Force,0N1 #5018,6.8,2021-08-24T08:37:35.695529,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2140,6.8,2021-08-24T08:37:39.719518,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2616,6.79,2021-08-24T08:37:04.001292,2021-08-24T14:07:15
,,,0N1 Force,0N1 #0444,6.7,2021-08-24T08:36:51.759113,2021-08-24T14:07:15
,,,0N1 Force,0N1 #3635,6.7,2021-08-24T08:36:38.115816,2021-08-24T14:07:15
,,,0N1 Force,0N1 #1321,6.69,2021-08-24T08:36:38.429817,2021-08-24T14:07:15
,,,0N1 Force,0N1 #5938,6.7,2021-08-24T08:36:39.470894,2021-08-24T14:07:15
,,,0N1 Force,0N1 #2302,6.49,2021-08-24T08:36:35.119747,2021-08-24T14:07:15
0x38a63b0ae13d0d42bff525f7766bb3bdd7c2f68b,p0lyn,35,Celtics Heritage Collection,1995 Lucky Card 3/3,0.05,2021-06-30T18:31:58.095304,2021-06-30T20:09:02
,,,Celtics Heritage Collection,2000 Lucky Card 2/3,0.05,2021-06-30T18:27:44.794355,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1977 Lucky Card 3/3,0.05,2021-06-30T18:27:44.849133,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1980 Lucky Card 2/3,0.05,2021-06-30T18:23:03.044788,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1995 Lucky Card 2/3,0.05,2021-06-30T18:22:52.264099,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1994 Lucky Card 3/3,0.05,2021-06-30T18:21:45.180972,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1991 Lucky Card 2/3,0.05,2021-06-30T18:20:12.811061,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1993 Lucky Card 2/3,0.05,2021-06-30T18:19:42.346088,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1989 Lucky Card 2/3,0.05,2021-06-30T18:18:20.925579,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1994 Lucky Card 2/3,0.05,2021-06-30T18:17:27.635987,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1992 Lucky Card 3/3,0.05,2021-06-30T18:16:47.669500,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1978 Lucky Card 2/3,0.05,2021-06-30T18:15:01.487843,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1971 Lucky Card 3/3,0.05,2021-06-30T18:13:47.846546,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1976 Champs 3/7,0.0375,2021-06-30T18:12:59.346108,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1960 Champs 5/7,0.0375,2021-06-30T18:06:34.406332,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1961 Champs 6/7,0.0375,2021-06-30T18:06:34.347595,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1959 Champs 6/7,0.0375,2021-06-30T18:06:34.447859,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1962 Champs 2/7,0.0375,2021-06-30T18:01:21.044611,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1963 Champs 7/7,0.0375,2021-06-30T17:59:02.014713,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1964 Champs 4/7,0.0375,2021-06-30T17:58:28.706109,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1965 Champs 3/7,0.0375,2021-06-30T17:57:54.525129,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1969 Champs 2/7,0.0375,2021-06-30T17:56:05.710289,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1966 Champs 2/7,0.05,2021-06-30T17:56:05.950995,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1974 Champs 2/7,0.0375,2021-06-30T17:56:05.585991,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1981 Champs 3/7,0.0375,2021-06-30T17:51:18.824894,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1976 Champs 2/7,0.0375,2021-06-30T17:50:19.953912,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1984 Champs 4/7,0.05,2021-06-30T17:47:04.679849,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1986 Champs 3/7,0.05,2021-06-30T17:41:06.391475,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1968 Champs 2/7,0.0375,2021-06-30T17:41:06.100227,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1984 Champs 3/7,0.05,2021-06-30T17:40:56.992744,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1961 Lucky Card 2/3,0.05,2021-06-30T17:35:56.569492,2021-06-30T20:09:02
,,,Celtics Heritage Collection,2008 Crypto Champs Silver Edition 2/7,0.075,2021-06-30T17:34:03.344273,2021-06-30T20:09:02
,,,Celtics Heritage Collection,1986 Champs 2/7,0.05,2021-06-30T17:33:35.958892,2021-06-30T20:09:02
,,,Celtics Heritage Collection,2008 Champs 2/7,0.05,2021-06-30T17:28:04.921506,2021-06-30T20:09:02
,,,Miami HEAT 15 Strong Official Commemorative NFT Collection,Miami HEAT - 15-bit 2006 NBA Finals NFT - 9/15,0.105,2021-07-16T16:33:44.134348,2021-07-17T04:44:56
0xaf7875e1062ce6ccffd42947dc16923b7a3cb2ee,Hamish_McDreej,34,Artificial Intelligence Art V2,#1448 - Sugar Hill,0.07,2021-05-21T05:10:28.202288,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1155 - Visionary Marinor In The Sky,0.08,2021-05-03T11:43:20.575788,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1690 - Dark Rothko,0.15,2021-04-28T17:04:17.065393,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1730 - Visiting My Personal Ruin,0.15,2021-04-28T16:33:51.353419,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1733 - Multipolar Dreams,0.15,2021-04-28T16:33:51.296677,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1473 - Grasshopper Nest,0.055,2021-04-28T15:10:02.641509,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1640 - Tokugawa Triplets,0.15,2021-04-17T21:26:36.142959,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1668 - Itsuki,0.15,2021-04-17T18:27:52.331680,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1681 - Manga AI,0.15,2021-04-17T18:26:06.974903,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1682 - Zen Oasis,0.15,2021-04-17T18:26:06.859014,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1643 - Unequivocal Generalizations,0.15,2021-04-17T18:21:58.146627,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1663 - Sky Tower,0.15,2021-04-17T18:21:25.143304,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1641 - Hero Edo,0.15,2021-04-17T18:20:28.662395,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1659 - Umi,0.15,2021-04-17T18:20:28.468586,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1662 - Kojo,0.15,2021-04-17T18:16:54.176673,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1647 - McCarthy Dynasty,0.15,2021-04-17T18:16:54.165771,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1664 - Ikebana,0.15,2021-04-17T18:15:11.870287,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1639 - Bloom From Nothing,0.15,2021-04-17T18:12:59.498485,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1651 - Fujita,0.15,2021-04-17T18:12:24.574214,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1648 - Aika,0.15,2021-04-17T18:12:24.591452,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1035 - Bridge Between Us,0.08,2021-04-15T06:12:25.256232,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1074 - Spread Your Wings,0.1,2021-04-13T20:25:51.706292,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1169 - Under The Weather,0.08,2021-04-13T20:25:51.276550,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1062 - Superior Mountain Range,0.0999,2021-04-13T20:25:51.414955,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1308 - Smug Herman,0.099,2021-04-13T20:22:59.790958,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1118 - Intricate Space,0.07,2021-04-13T20:09:06.415152,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1245 - Dreaming Of Flight,0.07,2021-04-13T18:34:33.053505,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1615 - Timeless Renoir,0.15,2021-04-08T21:24:48.957898,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1353 - Evolve With Air,0.15,2021-04-01T05:06:44.647269,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1101 - Vague Discussions,0.15,2021-03-31T10:12:26.843022,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1310 - Emotion vs Sunset,0.15,2021-03-31T10:01:21.852296,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1556 - Raging Rivers,0.15,2021-03-30T10:43:00.084373,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1603 - Burning Monarchy,0.15,2021-03-30T10:32:34.452559,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1205 - The Modern Experience,0.15,2021-03-24T20:25:15.664899,2021-05-22T16:12:18
0xdc190d7cea8e8bf0b381617062200c10cfff0a91,wingz3ro,32,Pulsquares,Pulsquares #3503816815,0.4,2021-05-26T03:25:44.681684,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3596419525,0.5,2021-05-20T18:11:31.919398,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3691774315,0.67,2021-05-18T07:58:45.152779,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #2389311629,0.6,2021-05-17T22:37:11.852278,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3195470131,0.62,2021-05-17T21:33:16.422064,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3778740681,0.44,2021-05-17T09:53:40.925047,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3072459099,0.69,2021-05-17T08:48:23.518535,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #2777284957,0.79,2021-05-17T05:36:09.922197,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #643563906,0.6,2021-05-17T03:14:51.146137,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #346751391,0.7,2021-05-17T01:08:25.120838,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #2112946594,0.85,2021-05-17T01:05:02.484100,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3259040137,0.468,2021-05-16T22:55:04.309161,2021-07-09T23:05:40
